oid,RAW_REFERENCE_KEY,Sign,ABSOLUTE_ODOMETER_m,US_WELD_NUMBER,US_WELD_DISTANCE_m,DS_WELD_DISTANCE_m,US_AGM_REFERENCE,US_AGM_DISTANCE_m,DS_AGM_REFERENCE,DS_AGM_DISTANCE_m,PARENT_CLUSTER,MAX_DEPTH_PCT,FEATURE_LENGTH_mm,FEATURE_WIDTH_mm,ORIENTATION_deg,SEAM_ORIENTATION_deg,FEATURE_TYPE,CURRENT_INDICATOR_LF,INT_EXT,WALL_THICKNESS_mm,SMYS_kPa,Year of Exceedance,085dL_RPR,RPR1.25,085dL_Burst_Pressure_kPa,MAOP_kPa,Type of Failure,COMMENTS
3467,GWD 16570,GWD,28359.313,GWD 16570,0,3.956,VLV 4,776.376,VLV 5,2581.451,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3468,GWD 16580,GWD,28363.269,GWD 16580,0,18.852,VLV 4,780.332,VLV 5,2577.495,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3469,GWD 16590,GWD,28382.121,GWD 16590,0,18.804,VLV 4,799.184,VLV 5,2558.643,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3470,BND 32,BND,28385.564,GWD 16590,3.443,15.361,VLV 4,802.627,VLV 5,2555.2,,0,13168.76,0,322.5,0,Bend,Y,,4.8,414000,,0,,0,0,,
3471,GWD 16600,GWD,28400.925,GWD 16600,0,18.817,VLV 4,817.988,VLV 5,2539.839,,0,0,0,0,352.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3472,BND 33,BND,28402.142,GWD 16600,1.217,17.6,VLV 4,819.205,VLV 5,2538.622,,0,12156.939,0,345,0,Bend,Y,,4.8,414000,,0,,0,0,,
3473,GWD 16610,GWD,28419.742,GWD 16610,0,18.893,VLV 4,836.805,VLV 5,2521.022,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3474,GWD 16620,GWD,28438.635,GWD 16620,0,18.83,VLV 4,855.698,VLV 5,2502.129,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3475,GWD 16630,GWD,28457.465,GWD 16630,0,18.854,VLV 4,874.528,VLV 5,2483.299,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3476,GWD 16640,GWD,28476.319,GWD 16640,0,18.896,VLV 4,893.382,VLV 5,2464.445,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3477,GWD 16650,GWD,28495.215,GWD 16650,0,18.88,VLV 4,912.278,VLV 5,2445.549,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3478,GWD 16660,GWD,28514.095,GWD 16660,0,18.906,VLV 4,931.158,VLV 5,2426.669,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3479,GWD 16670,GWD,28533.001,GWD 16670,0,18.87,VLV 4,950.064,VLV 5,2407.763,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3480,GWD 16680,GWD,28551.871,GWD 16680,0,17.505,VLV 4,968.934,VLV 5,2388.893,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3481,GWD 16690,GWD,28569.376,GWD 16690,0,18.87,VLV 4,986.439,VLV 5,2371.388,,0,0,0,0,345,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3482,GWD 16700,GWD,28588.246,GWD 16700,0,18.505,VLV 4,1005.309,VLV 5,2352.518,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3483,GWD 16710,GWD,28606.751,GWD 16710,0,18.848,VLV 4,1023.814,VLV 5,2334.013,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3484,GWD 16720,GWD,28625.599,GWD 16720,0,18.864,VLV 4,1042.662,VLV 5,2315.165,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3485,GWD 16730,GWD,28644.463,GWD 16730,0,18.865,VLV 4,1061.526,VLV 5,2296.301,,0,0,0,0,37.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3486,GWD 16740,GWD,28663.328,GWD 16740,0,18.876,VLV 4,1080.391,VLV 5,2277.436,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3487,GWD 16750,GWD,28682.204,GWD 16750,0,1.447,VLV 4,1099.267,VLV 5,2258.56,,0,0,0,0,15,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3488,GWD 16760,GWD,28683.651,GWD 16760,0,18.864,VLV 4,1100.714,VLV 5,2257.113,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3489,DMA 820,DMA,28692.298,GWD 16760,8.647,10.217,VLV 4,1109.361,VLV 5,2248.466,,0.06,11.273,22.679,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
3490,GWD 16770,GWD,28702.515,GWD 16770,0,14.855,VLV 4,1119.578,VLV 5,2238.249,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3491,PMA 783,PMA,28703.197,GWD 16770,0.682,14.173,VLV 4,1120.26,VLV 5,2237.567,,0.06,17.733,30.51,60,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362980866,16918,9930,,
3492,PMA 784,PMA,28703.431,GWD 16770,0.916,13.939,VLV 4,1120.494,VLV 5,2237.333,,0.06,17.208,95.545,135,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363222558,16921,9930,,
3493,PMA 785,PMA,28705.86,GWD 16770,3.345,11.51,VLV 4,1122.923,VLV 5,2234.904,,0.06,17.245,90.263,135,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363222558,16921,9930,,
3494,PMA 786,PMA,28708.325,GWD 16770,5.81,9.045,VLV 4,1125.388,VLV 5,2232.439,,0.06,17.53,69.579,135,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.36306143,16919,9930,,
3495,DMA 821,DMA,28713.113,GWD 16770,10.598,4.257,VLV 4,1130.176,VLV 5,2227.651,,0.06,16.299,20.953,277.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363705942,16927,9930,,
3496,GWD 16780,GWD,28717.37,GWD 16780,0,9.145,VLV 4,1134.433,VLV 5,2223.394,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
3497,GWD 16790,GWD,28726.515,GWD 16790,0,18.732,VLV 4,1143.578,VLV 5,2214.249,,0,0,0,0,202.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3498,PMA 787,PMA,28733.61,GWD 16790,7.095,11.637,VLV 4,1150.673,VLV 5,2207.154,,0.075,16.552,16.788,292.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.162,1.57897281,19599,9930,,
3499,GWD 16800,GWD,28745.247,GWD 16800,0,15.001,VLV 4,1162.31,VLV 5,2195.517,,0,0,0,0,82.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3500,DMA 822,DMA,28751.58,GWD 16800,6.333,8.668,VLV 4,1168.643,VLV 5,2189.184,,0.06,17.425,27.574,307.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.163,1.579697885,19608,9930,,
3501,DMA 823,DMA,28755.787,GWD 16800,10.54,4.461,VLV 4,1172.85,VLV 5,2184.977,,0.06,15.538,19.115,322.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.580584089,19619,9930,,
3502,GWD 16810,GWD,28760.248,GWD 16810,0,17.131,VLV 4,1177.311,VLV 5,2180.516,,0,0,0,0,217.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3503,GWD 16820,GWD,28777.379,GWD 16820,0,15.775,VLV 4,1194.442,VLV 5,2163.385,,0,0,0,0,120,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3504,GWD 16830,GWD,28793.154,GWD 16830,0,18.856,VLV 4,1210.217,VLV 5,2147.61,,0,0,0,0,202.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3505,GWD 16840,GWD,28812.01,GWD 16840,0,18.871,VLV 4,1229.073,VLV 5,2128.754,,0,0,0,0,67.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3506,PMA 788,PMA,28812.521,GWD 16840,0.511,18.36,VLV 4,1229.584,VLV 5,2128.243,,0.06,16.568,16.624,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.580100705,19613,9930,,
3507,PMA 789,PMA,28812.591,GWD 16840,0.581,18.29,VLV 4,1229.654,VLV 5,2128.173,,0.06,39.527,20.928,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.153,1.566082578,19439,9930,,
3508,PMA 790,PMA,28815.143,GWD 16840,3.133,15.738,VLV 4,1232.206,VLV 5,2125.621,,0.06,18.378,19.365,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.579214502,19602,9930,,
3509,PMA 791,PMA,28815.244,GWD 16840,3.234,15.637,VLV 4,1232.307,VLV 5,2125.52,,0.076,21.139,18.156,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.16,1.575750252,19559,9930,,
3510,PMA 792,PMA,28815.372,GWD 16840,3.362,15.509,VLV 4,1232.435,VLV 5,2125.392,,0.06,13.266,11.974,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.58163142,19632,9930,,
3511,PMA 793,PMA,28815.39,GWD 16840,3.38,15.491,VLV 4,1232.453,VLV 5,2125.374,,0.06,14.256,13.432,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581148036,19626,9930,,
3512,DMA 824,DMA,28815.423,GWD 16840,3.413,15.458,VLV 4,1232.486,VLV 5,2125.341,CLS 73,0.06,13.435,13.653,210,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.581550856,19631,9930,,
3513,DMA 825,DMA,28815.439,GWD 16840,3.429,15.442,VLV 4,1232.502,VLV 5,2125.325,CLS 73,0.06,12.442,9.508,202.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.165,1.581953676,19636,9930,,
3514,PMA 794,PMA,28815.438,GWD 16840,3.428,15.443,VLV 4,1232.501,VLV 5,2125.326,,0.083,29.583,14.368,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.154,1.567532729,19457,9930,,
3515,DMA 826,DMA,28815.461,GWD 16840,3.451,15.42,VLV 4,1232.524,VLV 5,2125.303,CLS 73,0.06,21.187,21.231,210,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.161,1.577603223,19582,9930,,
3516,CLS 73,CLS,28815.424,GWD 16840,3.414,15.457,VLV 4,1232.487,VLV 5,2125.34,,0.06,145.582,32.876,210,0,Cluster,Y,E,5.56,414000,,1.126,1.52958711,18986,9930,,
3517,DMA 827,DMA,28815.513,GWD 16840,3.503,15.368,VLV 4,1232.576,VLV 5,2125.251,CLS 73,0.06,13.487,13.417,210,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.581550856,19631,9930,,
3518,DMA 828,DMA,28815.556,GWD 16840,3.546,15.325,VLV 4,1232.619,VLV 5,2125.208,CLS 73,0.06,13.942,12.941,210,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.581309164,19628,9930,,
3519,PMA 795,PMA,28816.003,GWD 16840,3.993,14.878,VLV 4,1233.066,VLV 5,2124.761,,0.074,15.253,15.018,60,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.579778449,19609,9930,,On SWD
3520,PMA 796,PMA,28820.133,GWD 16840,8.123,10.748,VLV 4,1237.196,VLV 5,2120.631,,0.093,16.18,15.574,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.162,1.57776435,19584,9930,,
3521,PMA 797,PMA,28820.155,GWD 16840,8.145,10.726,VLV 4,1237.218,VLV 5,2120.609,,0.06,24.814,30.273,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.16,1.57550856,19556,9930,,
3522,PMA 798,PMA,28821.549,GWD 16840,9.539,9.332,VLV 4,1238.612,VLV 5,2119.215,,0.108,40.447,22.507,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.14,1.548922457,19226,9930,,
3523,DMA 829,DMA,28821.584,GWD 16840,9.574,9.297,VLV 4,1238.647,VLV 5,2119.18,CLS 74,0.06,13.3,15.614,217.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.58163142,19632,9930,,
3524,DMA 830,DMA,28821.6,GWD 16840,9.59,9.281,VLV 4,1238.663,VLV 5,2119.164,CLS 74,0.06,12.846,11.567,217.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.165,1.581792548,19634,9930,,
3525,DMA 831,DMA,28821.613,GWD 16840,9.603,9.268,VLV 4,1238.676,VLV 5,2119.151,CLS 74,0.06,13.491,12.686,217.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.581550856,19631,9930,,
3526,PMA 799,PMA,28821.617,GWD 16840,9.607,9.264,VLV 4,1238.68,VLV 5,2119.147,,0.06,20.831,18.545,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.162,1.577844914,19585,9930,,
3527,CLS 74,CLS,28821.584,GWD 16840,9.574,9.297,VLV 4,1238.647,VLV 5,2119.18,,0.06,87.336,24.025,217.5,0,Cluster,Y,E,5.56,414000,,1.136,1.542719033,19149,9930,,
3528,DMA 832,DMA,28821.658,GWD 16840,9.648,9.223,VLV 4,1238.721,VLV 5,2119.106,CLS 74,0.06,13.533,12.455,217.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.164,1.581470292,19630,9930,,
3529,PMA 800,PMA,28822.223,GWD 16840,10.213,8.658,VLV 4,1239.286,VLV 5,2118.541,,0.06,12.864,11.78,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.165,1.581792548,19634,9930,,
3530,PMA 801,PMA,28822.252,GWD 16840,10.242,8.629,VLV 4,1239.315,VLV 5,2118.512,,0.06,14.51,14.418,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581067472,19625,9930,,
3531,PMA 802,PMA,28824.771,GWD 16840,12.761,6.11,VLV 4,1241.834,VLV 5,2115.993,,0.064,15.614,14.331,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.580261833,19615,9930,,
3532,PMA 803,PMA,28824.791,GWD 16840,12.781,6.09,VLV 4,1241.854,VLV 5,2115.973,,0.06,13.376,14.285,52.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581550856,19631,9930,,
3533,DMA 833,DMA,28825.813,GWD 16840,13.803,5.068,VLV 4,1242.876,VLV 5,2114.951,,0.062,22.291,24.098,127.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.161,1.576717019,19571,9930,,
3534,PMA 804,PMA,28827.569,GWD 16840,15.559,3.312,VLV 4,1244.632,VLV 5,2113.195,,0.085,32.923,18.821,45,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.151,1.564068479,19414,9930,,
3535,DMA 834,DMA,28828.925,GWD 16840,16.915,1.956,VLV 4,1245.988,VLV 5,2111.839,,0.063,35.487,18.301,142.5,0,Detected Magnetic Anomoly,Y,E,5.56,414000,,1.154,1.567774421,19460,9930,,
3536,GWD 16850,GWD,28830.881,GWD 16850,0,0.568,VLV 4,1247.944,VLV 5,2109.883,,0,0,0,0,0,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3537,GWD 16860,GWD,28831.449,GWD 16860,0,18.875,VLV 4,1248.512,VLV 5,2109.315,,0,0,0,0,225,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3538,GWD 16870,GWD,28850.324,GWD 16870,0,18.854,VLV 4,1267.387,VLV 5,2090.44,,0,0,0,0,75,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3539,GWD 16880,GWD,28869.178,GWD 16880,0,18.852,VLV 4,1286.241,VLV 5,2071.586,,0,0,0,0,225,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3540,GWD 16890,GWD,28888.03,GWD 16890,0,18.843,VLV 4,1305.093,VLV 5,2052.734,,0,0,0,0,97.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3541,PMA 805,PMA,28891.479,GWD 16890,3.449,15.394,VLV 4,1308.542,VLV 5,2049.285,,0.074,36.913,24.446,142.5,0,Pipe Mill Anomaly,Y,E,9.3,386000,,1.168,2.47427996,30712,9930,,
3542,GWD 16900,GWD,28906.873,GWD 16900,0,18.843,VLV 4,1323.936,VLV 5,2033.891,,0,0,0,0,202.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3543,DMA 835,DMA,28909.88,GWD 16900,3.007,15.836,VLV 4,1326.943,VLV 5,2030.884,GRP 77,0.06,21.434,19.797,97.5,0,Detected Magnetic Anomoly,Y,E,9.3,386000,,1.175,2.489748238,30904,9930,,
3544,GRP 77,GRP,28909.88,GWD 16900,3.007,15.836,VLV 4,1326.943,VLV 5,2030.884,,0.06,110.447,67.811,90,0,Group,Y,E,9.3,386000,,1.148,2.431903323,30186,9930,,
3545,DMA 836,DMA,28909.965,GWD 16900,3.092,15.751,VLV 4,1327.028,VLV 5,2030.799,GRP 77,0.06,25.874,19.611,75,0,Detected Magnetic Anomoly,Y,E,9.3,386000,,1.174,2.486928499,30869,9930,,
3546,DMA 837,DMA,28923.451,GWD 16900,16.578,2.265,VLV 4,1340.514,VLV 5,2017.313,,0.06,38.883,24.33,75,0,Detected Magnetic Anomoly,Y,E,9.3,386000,,1.169,2.477260826,30749,9930,,
3547,GWD 16910,GWD,28925.716,GWD 16910,0,18.845,VLV 4,1342.779,VLV 5,2015.048,,0,0,0,0,60,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3548,GWD 16920,GWD,28944.561,GWD 16920,0,18.856,VLV 4,1361.624,VLV 5,1996.203,,0,0,0,0,225,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3549,GWD 16930,GWD,28963.417,GWD 16930,0,18.849,VLV 4,1380.48,VLV 5,1977.347,,0,0,0,0,67.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3550,DMA 838,DMA,28978.777,GWD 16930,15.36,3.489,VLV 4,1395.84,VLV 5,1961.987,,0.06,42.962,14.097,22.5,0,Detected Magnetic Anomoly,Y,E,9.3,386000,,1.168,2.474038268,30709,9930,,
3551,GWD 16940,GWD,28982.266,GWD 16940,0,18.845,VLV 4,1399.329,VLV 5,1958.498,,0,0,0,0,202.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3552,DMA 839,DMA,28992.907,GWD 16940,10.641,8.204,VLV 4,1409.97,VLV 5,1947.857,,0.06,46.854,20.42,292.5,0,Detected Magnetic Anomoly,Y,E,9.3,386000,,1.166,2.470976838,30671,9930,,
3553,GWD 16950,GWD,29001.111,GWD 16950,0,18.55,VLV 4,1418.174,VLV 5,1939.653,,0,0,0,0,75,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3554,GWD 16960,GWD,29019.661,GWD 16960,0,18.867,VLV 4,1436.724,VLV 5,1921.103,,0,0,0,0,202.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3555,GWD 16970,GWD,29038.528,GWD 16970,0,18.722,VLV 4,1455.591,VLV 5,1902.236,,0,0,0,0,97.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3556,GWD 16980,GWD,29057.25,GWD 16980,0,18.852,VLV 4,1474.313,VLV 5,1883.514,,0,0,0,0,180,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3557,GWD 16990,GWD,29076.102,GWD 16990,0,18.875,VLV 4,1493.165,VLV 5,1864.662,,0,0,0,0,112.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3558,GWD 17000,GWD,29094.977,GWD 17000,0,18.882,VLV 4,1512.04,VLV 5,1845.787,,0,0,0,0,187.5,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3559,GWD 17010,GWD,29113.859,GWD 17010,0,18.878,VLV 4,1530.922,VLV 5,1826.905,,0,0,0,0,90,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3560,GWD 17020,GWD,29132.737,GWD 17020,0,0.559,VLV 4,1549.8,VLV 5,1808.027,,0,0,0,0,0,Girth Weld,Y,,9.3,386000,,0,,0,0,,
3561,GWD 17030,GWD,29133.296,GWD 17030,0,18.798,VLV 4,1550.359,VLV 5,1807.468,,0,0,0,0,202.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3562,NWT 1,NWT,29133.377,GWD 17030,0.081,18.717,VLV 4,1550.44,VLV 5,1807.387,,0,0,0,0,0,NWT,Y,,5.56,414000,,0,,0,0,,
3563,PMA 806,PMA,29135.807,GWD 17030,2.511,16.287,VLV 4,1552.87,VLV 5,1804.957,,0.06,13.324,22.793,195,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581550856,19631,9930,,On SWD
3564,PMA 807,PMA,29141.593,GWD 17030,8.297,10.501,VLV 4,1558.656,VLV 5,1799.171,,0.069,17.235,16.358,217.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.162,1.579053374,19600,9930,,
3565,PMA 808,PMA,29147.108,GWD 17030,13.812,4.986,VLV 4,1564.171,VLV 5,1793.656,,0.071,16.019,16.184,172.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.579617321,19607,9930,,
3566,GWD 17040,GWD,29152.094,GWD 17040,0,18.823,VLV 4,1569.157,VLV 5,1788.67,,0,0,0,0,82.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3567,PMA 809,PMA,29153.383,GWD 17040,1.289,17.534,VLV 4,1570.446,VLV 5,1787.381,,0.06,15.976,16.258,270,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.580422961,19617,9930,,
3568,PMA 810,PMA,29155.49,GWD 17040,3.396,15.427,VLV 4,1572.553,VLV 5,1785.274,,0.06,11.368,8,262.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.165,1.582356495,19641,9930,,
3569,PMA 811,PMA,29155.507,GWD 17040,3.413,15.41,VLV 4,1572.57,VLV 5,1785.257,,0.06,15.46,15.584,262.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.580664653,19620,9930,,
3570,PMA 812,PMA,29155.534,GWD 17040,3.44,15.383,VLV 4,1572.597,VLV 5,1785.23,,0.06,12.374,10.443,262.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.165,1.581953676,19636,9930,,
3571,PMA 813,PMA,29157.046,GWD 17040,4.952,13.871,VLV 4,1574.109,VLV 5,1783.718,,0.14,13.647,13.62,82.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.161,1.576797583,19572,9930,,On SWD
3572,GWD 17050,GWD,29170.917,GWD 17050,0,18.825,VLV 4,1587.98,VLV 5,1769.847,,0,0,0,0,232.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3573,PMA 814,PMA,29177.782,GWD 17050,6.865,11.96,VLV 4,1594.845,VLV 5,1762.982,,0.06,15.666,14.118,225,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.580503525,19618,9930,,
3574,PMA 815,PMA,29177.92,GWD 17050,7.003,11.822,VLV 4,1594.983,VLV 5,1762.844,,0.06,13.625,12.907,225,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581470292,19630,9930,,
3575,PMA 816,PMA,29177.945,GWD 17050,7.028,11.797,VLV 4,1595.008,VLV 5,1762.819,,0.063,15.457,15.66,225,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.580422961,19617,9930,,
3576,GWD 17060,GWD,29189.742,GWD 17060,0,18.689,VLV 4,1606.805,VLV 5,1751.022,,0,0,0,0,97.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3577,PMA 817,PMA,29196.279,GWD 17060,6.537,12.152,VLV 4,1613.342,VLV 5,1744.485,,0.068,15.242,13.808,82.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.580261833,19615,9930,,
3578,PMA 818,PMA,29196.509,GWD 17060,6.767,11.922,VLV 4,1613.572,VLV 5,1744.255,,0.065,33.364,16.102,105,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.155,1.568821752,19473,9930,,
3579,PMA 819,PMA,29198.323,GWD 17060,8.581,10.108,VLV 4,1615.386,VLV 5,1742.441,,0.06,22.825,21.258,105,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.161,1.576717019,19571,9930,,
3580,PMA 820,PMA,29201.651,GWD 17060,11.909,6.78,VLV 4,1618.714,VLV 5,1739.113,,0.145,38.431,14.562,105,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.133,1.539013092,19103,9930,,
3581,PMA 821,PMA,29202.557,GWD 17060,12.815,5.874,VLV 4,1619.62,VLV 5,1738.207,,0.06,33.467,15.541,0,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.156,1.569949648,19487,9930,,
3582,GWD 17070,GWD,29208.431,GWD 17070,0,18.842,VLV 4,1625.494,VLV 5,1732.333,,0,0,0,0,217.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3583,PMA 822,PMA,29209.339,GWD 17070,0.908,17.934,VLV 4,1626.402,VLV 5,1731.425,,0.06,14.493,14.451,232.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581067472,19625,9930,,
3584,PMA 823,PMA,29209.355,GWD 17070,0.924,17.918,VLV 4,1626.418,VLV 5,1731.409,,0.082,31.66,12.89,232.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.153,1.56592145,19437,9930,,
3585,PMA 824,PMA,29213.196,GWD 17070,4.765,14.077,VLV 4,1630.259,VLV 5,1727.568,,0.06,19.549,17.557,240,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.162,1.57856999,19594,9930,,
3586,PMA 825,PMA,29213.221,GWD 17070,4.79,14.052,VLV 4,1630.284,VLV 5,1727.543,,0.072,13.04,14.164,240,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.164,1.581067472,19625,9930,,
3587,PMA 826,PMA,29217.886,GWD 17070,9.455,9.387,VLV 4,1634.949,VLV 5,1722.878,,0.065,16.312,16.61,225,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.163,1.579859013,19610,9930,,
3588,PMA 827,PMA,29224.113,GWD 17070,15.682,3.16,VLV 4,1641.176,VLV 5,1716.651,,0.066,26.264,18.77,225,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.158,1.573655589,19533,9930,,
3589,GWD 17080,GWD,29227.273,GWD 17080,0,18.881,VLV 4,1644.336,VLV 5,1713.491,,0,0,0,0,112.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3590,PMA 828,PMA,29234.225,GWD 17080,6.952,11.929,VLV 4,1651.288,VLV 5,1706.539,,0.069,37.224,19.271,127.5,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.152,1.564954683,19425,9930,,
3591,PMA 829,PMA,29238.531,GWD 17080,11.258,7.623,VLV 4,1655.594,VLV 5,1702.233,,0.075,23.66,37.155,135,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.159,1.573977845,19537,9930,,
3592,GWD 17090,GWD,29246.154,GWD 17090,0,18.887,VLV 4,1663.217,VLV 5,1694.61,,0,0,0,0,202.5,Girth Weld,Y,,5.56,414000,,0,,0,0,,
3593,PMA 830,PMA,29248.024,GWD 17090,1.87,17.017,VLV 4,1665.087,VLV 5,1692.74,,0.104,16.8,15.417,210,0,Pipe Mill Anomaly,Y,E,5.56,414000,,1.161,1.576394763,19567,9930,,
