oid,RAW_REFERENCE_KEY,Sign,ABSOLUTE_ODOMETER_m,US_WELD_NUMBER,US_WELD_DISTANCE_m,DS_WELD_DISTANCE_m,US_AGM_REFERENCE,US_AGM_DISTANCE_m,DS_AGM_REFERENCE,DS_AGM_DISTANCE_m,PARENT_CLUSTER,MAX_DEPTH_PCT,FEATURE_LENGTH_mm,FEATURE_WIDTH_mm,ORIENTATION_deg,SEAM_ORIENTATION_deg,FEATURE_TYPE,CURRENT_INDICATOR_LF,INT_EXT,WALL_THICKNESS_mm,SMYS_kPa,Year of Exceedance,085dL_RPR,RPR1.25,085dL_Burst_Pressure_kPa,MAOP_kPa,Type of Failure,COMMENTS
12403,DMA 4371,DMA,94707.675,GWD 46220,0.856,23.455,AGM 17,1346.817,AGM 18,7659.224,CLS 627,0.067,12.902,12.971,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
12404,DMA 4372,DMA,94707.675,GWD 46220,0.856,23.455,AGM 17,1346.817,AGM 18,7659.224,CLS 627,0.062,12.962,11.231,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12405,DMA 4373,DMA,94707.705,GWD 46220,0.886,23.425,AGM 17,1346.847,AGM 18,7659.194,CLS 627,0.063,12.937,13.223,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12406,DMA 4374,DMA,94707.719,GWD 46220,0.9,23.411,AGM 17,1346.861,AGM 18,7659.18,CLS 627,0.061,19.106,21.61,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362255791,16909,9930,,
12407,DMA 4375,DMA,94707.728,GWD 46220,0.909,23.402,AGM 17,1346.87,AGM 18,7659.171,CLS 627,0.06,12.126,14.867,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12408,DMA 4376,DMA,94707.76,GWD 46220,0.941,23.37,AGM 17,1346.902,AGM 18,7659.139,CLS 627,0.06,14.017,14.944,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364753273,16940,9930,,
12409,DMA 4377,DMA,94707.778,GWD 46220,0.959,23.352,AGM 17,1346.92,AGM 18,7659.121,CLS 627,0.06,12.358,18.359,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12410,CLS 627,CLS,94707.622,GWD 46220,0.803,23.508,AGM 17,1346.764,AGM 18,7659.277,GRP 378,0.073,364.656,57.044,67.5,0,Cluster,Y,E,4.8,414000,,1.104,1.29490433,16073,9930,,
12411,DMA 4378,DMA,94707.797,GWD 46220,0.978,23.333,AGM 17,1346.939,AGM 18,7659.102,CLS 627,0.061,19.047,20.383,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362175227,16908,9930,,
12412,DMA 4379,DMA,94707.822,GWD 46220,1.003,23.308,AGM 17,1346.964,AGM 18,7659.077,CLS 627,0.061,18.954,19.114,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362255791,16909,9930,,
12413,DMA 4380,DMA,94707.858,GWD 46220,1.039,23.272,AGM 17,1347,AGM 18,7659.041,CLS 627,0.066,12.622,11.485,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12414,DMA 4381,DMA,94707.876,GWD 46220,1.057,23.254,AGM 17,1347.018,AGM 18,7659.023,CLS 627,0.073,16.129,15.552,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362819738,16916,9930,,
12415,GRP 378,GRP,94707.623,GWD 46220,0.804,23.507,AGM 17,1346.765,AGM 18,7659.276,,0.073,558.304,100.347,52.5,0,Group,Y,E,4.8,414000,,1.1,1.28998993,16012,9930,,
12416,DMA 4382,DMA,94707.899,GWD 46220,1.08,23.231,AGM 17,1347.041,AGM 18,7659,CLS 627,0.064,13.005,14.722,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12417,DMA 4383,DMA,94707.931,GWD 46220,1.112,23.199,AGM 17,1347.073,AGM 18,7658.968,CLS 627,0.06,11.041,8,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12418,DMA 4384,DMA,94707.949,GWD 46220,1.13,23.181,AGM 17,1347.091,AGM 18,7658.95,CLS 627,0.06,16.67,23.603,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363544814,16925,9930,,
12419,DMA 4385,DMA,94707.973,GWD 46220,1.154,23.157,AGM 17,1347.115,AGM 18,7658.926,CLS 627,0.063,15.355,15.784,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
12420,DMA 4386,DMA,94708.021,GWD 46220,1.202,23.109,AGM 17,1347.163,AGM 18,7658.878,CLS 628,0.067,14.069,10.341,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364269889,16934,9930,,
12421,DMA 4387,DMA,94708.042,GWD 46220,1.223,23.088,AGM 17,1347.184,AGM 18,7658.857,CLS 628,0.061,18.935,20.287,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362336354,16910,9930,,
12422,DMA 4388,DMA,94708.051,GWD 46220,1.232,23.079,AGM 17,1347.193,AGM 18,7658.848,CLS 628,0.066,11.716,8,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12423,DMA 4389,DMA,94708.073,GWD 46220,1.254,23.057,AGM 17,1347.215,AGM 18,7658.826,CLS 628,0.063,18.035,20.096,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362578046,16913,9930,,
12424,DMA 4390,DMA,94708.075,GWD 46220,1.256,23.055,AGM 17,1347.217,AGM 18,7658.824,CLS 628,0.063,16.067,16.773,37.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363625378,16926,9930,,
12425,CLS 628,CLS,94708.022,GWD 46220,1.203,23.108,AGM 17,1347.164,AGM 18,7658.877,GRP 378,0.067,161.702,96.954,52.5,0,Cluster,Y,E,4.8,414000,,1.118,1.311258812,16276,9930,,
12426,DMA 4391,DMA,94708.103,GWD 46220,1.284,23.027,AGM 17,1347.245,AGM 18,7658.796,CLS 628,0.06,11.189,8,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12427,DMA 4392,DMA,94708.114,GWD 46220,1.295,23.016,AGM 17,1347.256,AGM 18,7658.785,CLS 628,0.06,11.969,12.546,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
12428,DMA 4393,DMA,94708.127,GWD 46220,1.308,23.003,AGM 17,1347.269,AGM 18,7658.772,CLS 628,0.06,13.254,14.289,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12429,DMA 4394,DMA,94708.128,GWD 46220,1.309,23.002,AGM 17,1347.27,AGM 18,7658.771,CLS 628,0.061,11.802,8.174,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
12430,DMA 4395,DMA,94708.157,GWD 46220,1.338,22.973,AGM 17,1347.299,AGM 18,7658.742,CLS 628,0.06,12.38,17.692,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12431,DMA 4396,DMA,94708.157,GWD 46220,1.338,22.973,AGM 17,1347.299,AGM 18,7658.742,CLS 628,0.06,13.27,13.327,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12432,DMA 4397,DMA,94708.172,GWD 46220,1.353,22.958,AGM 17,1347.314,AGM 18,7658.727,CLS 628,0.06,11.856,10.026,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
12433,DMA 4398,DMA,94708.536,GWD 46220,1.717,22.594,AGM 17,1347.678,AGM 18,7658.363,,0.06,13.285,12.006,37.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
12434,DMA 4399,DMA,94709.301,GWD 46220,2.482,21.829,AGM 17,1348.443,AGM 18,7657.598,GRP 379,0.06,10.903,8,300,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
12435,DMA 4400,DMA,94709.4,GWD 46220,2.581,21.73,AGM 17,1348.542,AGM 18,7657.499,,0.07,12.659,14.824,127.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
12436,DMA 4401,DMA,94709.404,GWD 46220,2.585,21.726,AGM 17,1348.546,AGM 18,7657.495,GRP 379,0.078,14.639,8,307.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363303122,16922,9930,,
12437,GRP 379,GRP,94709.303,GWD 46220,2.484,21.827,AGM 17,1348.445,AGM 18,7657.596,,0.078,276.759,52.271,307.5,0,Group,Y,E,4.8,414000,,1.103,1.293695871,16058,9930,,
12438,DMA 4402,DMA,94709.57,GWD 46220,2.751,21.56,AGM 17,1348.712,AGM 18,7657.329,GRP 379,0.066,11.058,38.697,315,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12439,DMA 4403,DMA,94709.59,GWD 46220,2.771,21.54,AGM 17,1348.732,AGM 18,7657.309,CLS 629,0.14,12.232,17.419,345,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.161,1.361691843,16902,9930,,
12440,CLS 629,CLS,94709.59,GWD 46220,2.771,21.54,AGM 17,1348.732,AGM 18,7657.309,,0.155,18.379,33.351,345,0,Cluster,Y,E,4.8,414000,,1.154,1.353152064,16796,9930,,
12441,DMA 4404,DMA,94709.595,GWD 46220,2.776,21.535,AGM 17,1348.737,AGM 18,7657.304,CLS 629,0.155,13.426,11.431,352.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.35959718,16876,9930,,
12442,DMA 4405,DMA,94709.645,GWD 46220,2.826,21.485,AGM 17,1348.787,AGM 18,7657.254,,0.06,12.323,10.042,202.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
12443,DMA 4406,DMA,94710.895,GWD 46220,4.076,20.235,AGM 17,1350.037,AGM 18,7656.004,,0.063,11.132,71.533,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12444,DMA 4407,DMA,94712.638,GWD 46220,5.819,18.492,AGM 17,1351.78,AGM 18,7654.261,,0.06,24.688,31.79,300,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.359194361,16871,9930,,
12445,DMA 4408,DMA,94715.378,GWD 46220,8.559,15.752,AGM 17,1354.52,AGM 18,7651.521,,0.06,12.575,36.484,352.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365317221,16947,9930,,
12446,DMA 4409,DMA,94719.327,GWD 46220,12.508,11.803,AGM 17,1358.469,AGM 18,7647.572,,0.064,13.281,11.865,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
12447,GWD 46230,GWD,94731.13,GWD 46230,0,24.33,AGM 17,1370.272,AGM 18,7635.769,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12448,GWD 46240,GWD,94755.46,GWD 46240,0,24.328,AGM 17,1394.602,AGM 18,7611.439,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12449,GWD 46250,GWD,94779.788,GWD 46250,0,24.311,AGM 17,1418.93,AGM 18,7587.111,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12450,GWD 46260,GWD,94804.099,GWD 46260,0,24.32,AGM 17,1443.241,AGM 18,7562.8,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12451,GWD 46270,GWD,94828.419,GWD 46270,0,24.378,AGM 17,1467.561,AGM 18,7538.48,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12452,GWD 46280,GWD,94852.797,GWD 46280,0,24.352,AGM 17,1491.939,AGM 18,7514.102,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12453,DMA 4410,DMA,94853.084,GWD 46280,0.287,24.065,AGM 17,1492.226,AGM 18,7513.815,,0.075,12.215,16.027,150,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
12454,GWD 46290,GWD,94877.149,GWD 46290,0,24.371,AGM 17,1516.291,AGM 18,7489.75,,0,0,0,0,277.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12455,GWD 46300,GWD,94901.52,GWD 46300,0,24.369,AGM 17,1540.662,AGM 18,7465.379,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12456,DMA 4411,DMA,94919.3,GWD 46300,17.78,6.589,AGM 17,1558.442,AGM 18,7447.599,CLS 630,0.061,11.579,8,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
12457,CLS 630,CLS,94919.3,GWD 46300,17.78,6.589,AGM 17,1558.442,AGM 18,7447.599,,0.062,30.453,57.773,30,0,Cluster,Y,E,4.8,414000,,1.156,1.355407855,16824,9930,,
12458,DMA 4412,DMA,94919.31,GWD 46300,17.79,6.579,AGM 17,1558.452,AGM 18,7447.589,CLS 630,0.061,12.133,15.281,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12459,DMA 4413,DMA,94919.319,GWD 46300,17.799,6.57,AGM 17,1558.461,AGM 18,7447.58,CLS 630,0.062,11.588,8,22.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
12460,GWD 46310,GWD,94925.889,GWD 46310,0,24.369,AGM 17,1565.031,AGM 18,7441.01,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12461,GWD 46320,GWD,94950.258,GWD 46320,0,24.34,AGM 17,1589.4,AGM 18,7416.641,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12462,GWD 46330,GWD,94974.598,GWD 46330,0,24.32,AGM 17,1613.74,AGM 18,7392.301,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12463,DMA 4414,DMA,94985.998,GWD 46330,11.4,12.92,AGM 17,1625.14,AGM 18,7380.901,,0.06,10.916,8,352.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
12464,DMA 4415,DMA,94987.789,GWD 46330,13.191,11.129,AGM 17,1626.931,AGM 18,7379.11,,0.06,10.987,8,172.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12465,DMA 4416,DMA,94988.374,GWD 46330,13.776,10.544,AGM 17,1627.516,AGM 18,7378.525,,0.07,12.78,13.79,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364753273,16940,9930,,
12466,GWD 46340,GWD,94998.918,GWD 46340,0,24.366,AGM 17,1638.06,AGM 18,7367.981,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12467,GWD 46350,GWD,95023.284,GWD 46350,0,24.329,AGM 17,1662.426,AGM 18,7343.615,,0,0,0,0,262.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12468,DMA 4417,DMA,95033.386,GWD 46350,10.102,14.227,AGM 17,1672.528,AGM 18,7333.513,,0.062,11.34,14.441,112.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12469,GWD 46360,GWD,95047.613,GWD 46360,0,24.334,AGM 17,1686.755,AGM 18,7319.286,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12470,GWD 46370,GWD,95071.947,GWD 46370,0,24.322,AGM 17,1711.089,AGM 18,7294.952,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12471,DMA 4418,DMA,95077.986,GWD 46370,6.039,18.283,AGM 17,1717.128,AGM 18,7288.913,CLS 631,0.06,11.446,8,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12472,CLS 631,CLS,95077.986,GWD 46370,6.039,18.283,AGM 17,1717.128,AGM 18,7288.913,,0.062,35.68,34.424,240,0,Cluster,Y,E,4.8,414000,,1.153,1.352104733,16783,9930,,
12473,DMA 4419,DMA,95078.011,GWD 46370,6.064,18.258,AGM 17,1717.153,AGM 18,7288.888,CLS 631,0.062,11.025,8,232.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
12474,DMA 4420,DMA,95082.646,GWD 46370,10.699,13.623,AGM 17,1721.788,AGM 18,7284.253,,0.06,11.042,8,90,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12475,DMA 4421,DMA,95089.85,GWD 46370,17.903,6.419,AGM 17,1728.992,AGM 18,7277.049,CLS 632,0.064,12.565,10.426,232.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365156093,16945,9930,,
12476,CLS 632,CLS,95089.851,GWD 46370,17.904,6.418,AGM 17,1728.993,AGM 18,7277.048,,0.064,39.277,28.128,240,0,Cluster,Y,E,4.8,414000,,1.151,1.349284995,16748,9930,,
12477,DMA 4422,DMA,95089.875,GWD 46370,17.928,6.394,AGM 17,1729.017,AGM 18,7277.024,,0.069,12.615,11.364,7.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12478,DMA 4423,DMA,95089.879,GWD 46370,17.932,6.39,AGM 17,1729.021,AGM 18,7277.02,CLS 632,0.061,10.992,8,240,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12479,GWD 46380,GWD,95096.269,GWD 46380,0,24.35,AGM 17,1735.411,AGM 18,7270.63,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12480,DMA 4424,DMA,95096.555,GWD 46380,0.286,24.064,AGM 17,1735.697,AGM 18,7270.344,,0.08,12.616,14.703,82.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364350453,16935,9930,,
12481,GWD 46390,GWD,95120.619,GWD 46390,0,24.367,AGM 17,1759.761,AGM 18,7246.28,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12482,GWD 46400,GWD,95144.986,GWD 46400,0,24.384,AGM 17,1784.128,AGM 18,7221.913,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12483,GWD 46410,GWD,95169.37,GWD 46410,0,21.2,AGM 17,1808.512,AGM 18,7197.529,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12484,PMA 2130,PMA,95169.485,GWD 46410,0.115,21.085,AGM 17,1808.627,AGM 18,7197.414,,0.06,13.57,25.504,330,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12485,PMA 2131,PMA,95170.099,GWD 46410,0.729,20.471,AGM 17,1809.241,AGM 18,7196.8,,0.06,16.636,24.093,345,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363544814,16925,9930,,
12486,PMA 2132,PMA,95170.595,GWD 46410,1.225,19.975,AGM 17,1809.737,AGM 18,7196.304,,0.06,17.452,20.636,337.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.363141994,16920,9930,,
12487,PMA 2133,PMA,95170.621,GWD 46410,1.251,19.949,AGM 17,1809.763,AGM 18,7196.278,,0.06,16.471,20.049,345,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363625378,16926,9930,,
12488,PMA 2134,PMA,95170.974,GWD 46410,1.604,19.596,AGM 17,1810.116,AGM 18,7195.925,,0.06,27.973,65.838,255,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.157,1.357260826,16847,9930,,
12489,PMA 2135,PMA,95170.984,GWD 46410,1.614,19.586,AGM 17,1810.126,AGM 18,7195.915,,0.06,24.585,31.822,307.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.159,1.359274924,16872,9930,,
12490,PMA 2136,PMA,95173.415,GWD 46410,4.045,17.155,AGM 17,1812.557,AGM 18,7193.484,,0.06,19.461,81.95,247.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362094663,16907,9930,,
12491,PMA 2137,PMA,95175.885,GWD 46410,6.515,14.685,AGM 17,1815.027,AGM 18,7191.014,,0.06,17.274,96.267,247.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363222558,16921,9930,,
12492,PMA 2138,PMA,95176.264,GWD 46410,6.894,14.306,AGM 17,1815.406,AGM 18,7190.635,,0.06,13.216,15.881,337.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12493,GWD 46420,GWD,95190.57,GWD 46420,0,24.369,AGM 17,1829.712,AGM 18,7176.329,,0,0,0,0,120,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12494,GWD 46430,GWD,95214.939,GWD 46430,0,24.33,AGM 17,1854.081,AGM 18,7151.96,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12495,DMA 4425,DMA,95215.815,GWD 46430,0.876,23.454,AGM 17,1854.957,AGM 18,7151.084,,0.071,15.186,15.085,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.36346425,16924,9930,,
12496,DMA 4426,DMA,95216.43,GWD 46430,1.491,22.839,AGM 17,1855.572,AGM 18,7150.469,,0.066,12.316,17.194,75,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365156093,16945,9930,,
12497,GWD 46440,GWD,95239.269,GWD 46440,0,24.331,AGM 17,1878.411,AGM 18,7127.63,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12498,GWD 46450,GWD,95263.6,GWD 46450,0,24.323,AGM 17,1902.742,AGM 18,7103.299,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12499,GWD 46460,GWD,95287.923,GWD 46460,0,24.341,AGM 17,1927.065,AGM 18,7078.976,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12500,GWD 46470,GWD,95312.264,GWD 46470,0,24.309,AGM 17,1951.406,AGM 18,7054.635,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12501,DMA 4427,DMA,95325.614,GWD 46470,13.35,10.959,AGM 17,1964.756,AGM 18,7041.285,,0.06,11.12,24.875,7.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12502,GWD 46480,GWD,95336.573,GWD 46480,0,24.313,AGM 17,1975.715,AGM 18,7030.326,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12503,DMA 4428,DMA,95349.256,GWD 46480,12.683,11.63,AGM 17,1988.398,AGM 18,7017.643,,0.069,12.594,13.228,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12504,GWD 46490,GWD,95360.886,GWD 46490,0,24.166,AGM 17,2000.028,AGM 18,7006.013,,0,0,0,0,285,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12505,GWD 46500,GWD,95385.052,GWD 46500,0,24.301,AGM 17,2024.194,AGM 18,6981.847,,0,0,0,0,97.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12506,GWD 46510,GWD,95409.353,GWD 46510,0,24.319,AGM 17,2048.495,AGM 18,6957.546,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12507,DMA 4429,DMA,95420.584,GWD 46510,11.231,13.088,AGM 17,2059.726,AGM 18,6946.315,,0.061,11.485,8,210,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
12508,GWD 46520,GWD,95433.672,GWD 46520,0,24.334,AGM 17,2072.814,AGM 18,6933.227,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12509,GWD 46530,GWD,95458.006,GWD 46530,0,24.346,AGM 17,2097.148,AGM 18,6908.893,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12510,GWD 46540,GWD,95482.352,GWD 46540,0,24.336,AGM 17,2121.494,AGM 18,6884.547,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12511,PMA 2139,PMA,95493.495,GWD 46540,11.143,13.193,AGM 17,2132.637,AGM 18,6873.404,,0.07,11.239,23.863,202.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12512,GWD 46550,GWD,95506.688,GWD 46550,0,24.361,AGM 17,2145.83,AGM 18,6860.211,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12513,GWD 46560,GWD,95531.049,GWD 46560,0,24.354,AGM 17,2170.191,AGM 18,6835.85,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12514,DMA 4430,DMA,95531.598,GWD 46560,0.549,23.805,AGM 17,2170.74,AGM 18,6835.301,,0.072,12.225,16.409,120,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
12515,DMA 4431,DMA,95538.123,GWD 46560,7.074,17.28,AGM 17,2177.265,AGM 18,6828.776,,0.068,16.951,13.755,105,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362739174,16915,9930,,
12516,DMA 4432,DMA,95540.189,GWD 46560,9.14,15.214,AGM 17,2179.331,AGM 18,6826.71,,0.076,13.822,11.79,150,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363947633,16930,9930,,
12517,GWD 46570,GWD,95555.403,GWD 46570,0,24.332,AGM 17,2194.545,AGM 18,6811.496,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12518,DMA 4433,DMA,95572.518,GWD 46570,17.115,7.217,AGM 17,2211.66,AGM 18,6794.381,,0.065,12.577,10.52,187.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
12519,GWD 46580,GWD,95579.735,GWD 46580,0,24.335,AGM 17,2218.877,AGM 18,6787.164,,0,0,0,0,105,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12520,GWD 46590,GWD,95604.07,GWD 46590,0,24.354,AGM 17,2243.212,AGM 18,6762.829,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12521,GWD 46600,GWD,95628.424,GWD 46600,0,24.344,AGM 17,2267.566,AGM 18,6738.475,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
12522,DMA 4434,DMA,95641.259,GWD 46600,12.835,11.509,AGM 17,2280.401,AGM 18,6725.64,,0.06,11.008,8,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
12523,DMA 4435,DMA,95651.121,GWD 46600,22.697,1.647,AGM 17,2290.263,AGM 18,6715.778,,0.06,12.136,13.549,22.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
12524,GWD 46610,GWD,95652.768,GWD 46610,0,24.332,AGM 17,2291.91,AGM 18,6714.131,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
